Video ID,Comment ID,comments,Likes
MwpMEbgC7DA,UgyWNzmIw_TNgTwV-lZ4AaABAg,Still  actually    how  sad    but  it  s  like  it  should  be,1
MwpMEbgC7DA,UgwjP5PRzAaj2DCFg6F4AaABAg,I  could  just  imagine  how  much  he  was  hurting  when  he  wrote  this  song      ,7011
MwpMEbgC7DA,Ugx9R2x9oxS5O-bMd5R4AaABAg,i'm  falling  in  love  with  that  song  everytime  when  i  listen  to  it,5
MwpMEbgC7DA,UgxCFVHGRo_Q_IgRy6V4AaABAg,Thank  you  truly  this  song  is  amazing  song  to  listen  to  when  u  just  need  to  cry  and  let  it  all  out,0
MwpMEbgC7DA,Ugzf5SkdPcGPSoTbYTN4AaABAg,Perfect  music,1
MwpMEbgC7DA,UgztlQGZy2wdtrm_D8N4AaABAg,8  years  later    if  you're  watching  this    you're  a  legend  ,1468
MwpMEbgC7DA,UgzUirRHzoPZb7bOMxB4AaABAg,Love  the  song  Tom    keep  it  up        xxxxxxxx,0
MwpMEbgC7DA,UgyxohvrTPF8bY4ouQB4AaABAg,One  of  the  best  music  videos  ever  made,0
MwpMEbgC7DA,Ugw8nkDcUQ3D_CLHYu54AaABAg,Almost  10  years  but  it  seems  to  be  my  first  listening        Always  ,2
MwpMEbgC7DA,UgxvWa38F9fCux-Ey554AaABAg,9  years  back  I  hated  this  song  look  at  me  now    Vibing  It's  crazy  how  we  come  to  love  the  things  we  hate  with  time,1
MwpMEbgC7DA,UgyqiiXvpY6eDrA2xG54AaABAg,This  song  makes  me  feel  sad  about  a  relationship  I  never  had,1276
MwpMEbgC7DA,UgzhkQUiFnPDQZKqloB4AaABAg,I  love  this  songs  ,1
MwpMEbgC7DA,Ugy79-bPJOyznNDtmx94AaABAg,If  this  song  didn't  exist  I  wouldn't  be  able  to  live  this  is  such  a  great  song,11
MwpMEbgC7DA,UgxxyHY4wiUZV6lvDk14AaABAg,its  2021  november  and  this  song  still  hurting  me,2
MwpMEbgC7DA,UgzHv-Ni1T-dQj_7hNd4AaABAg,I  can't  believe  this  song  is  8  years  old  ,5135
MwpMEbgC7DA,UgzI_HfHG-OpxjodvTh4AaABAg,You  can  see  how  a  person  can  lose  all  of  its  emotions    And  I  swear    this  is  true  ,4
